Wavelength (nm),% Moisture Content,% Fat Content,% Protein Content,1000,1004,1007,1010,1013,1017,1019,1022,1026,1028,1032,1034,1038,1041,1045,1047,1051,1053,1056,1060,1062,1066,1068,1072,1075,1078,1081,1084,1087,1091,1093,1096,1099,1102,1105,1108,1112,1114,1118,1120,1124,1126,1129,1132,1135,1139,1141,1145,1147,1151,1153,1157,1159,1162,1165,1168,1171,1174,1177,1180,1183,1186,1189,1192,1195,1198,1200
Rice_0,5.1,1,4,0.49968,0.49976,0.49927,0.49857,0.49831,0.49724,0.49658,0.49584,0.49406,0.49329,0.49194,0.49132,0.49044,0.48939,0.48867,0.48783,0.48682,0.48626,0.48549,0.48472,0.48394,0.48287,0.48179,0.48075,0.47994,0.4788,0.47812,0.47699,0.47688,0.47563,0.47501,0.47453,0.47402,0.47376,0.47358,0.47339,0.47335,0.47339,0.47381,0.47434,0.47558,0.47683,0.47871,0.48297,0.48669,0.49378,0.49951,0.50966,0.51712,0.5284,0.5362,0.54804,0.55533,0.56249,0.57266,0.57931,0.58832,0.59419,0.60332,0.60926,0.61834,0.62408,0.6319,0.637,0.64297,0.6463,0.64832
Rice_1,6.2,1,5,0.498871988,0.498919425,0.498558125,0.497999404,0.497535427,0.4966797,0.495688527,0.494809014,0.493290314,0.492289503,0.491070898,0.490299059,0.489456471,0.488781198,0.487599078,0.486697109,0.486006647,0.485227454,0.484763829,0.483737146,0.483032284,0.481886661,0.481011761,0.479979852,0.479019676,0.478142263,0.477321368,0.476314778,0.475580264,0.474840897,0.473935634,0.473594177,0.472850806,0.472718564,0.472710389,0.472320704,0.472209209,0.472557024,0.472696114,0.473258441,0.474341915,0.475827894,0.477891772,0.481956262,0.485740363,0.492648501,0.498772737,0.508606198,0.515945219,0.527629437,0.535524525,0.547122494,0.554514196,0.561617839,0.571718677,0.578107941,0.587249056,0.593182124,0.602021469,0.608401422,0.617139246,0.622537498,0.63057107,0.635685589,0.641641199,0.644843354,0.64684723
Rice_2,5.7,1,4,0.498360325,0.49841881,0.498074366,0.497228766,0.496677307,0.496013168,0.494982996,0.494215289,0.492839266,0.491954221,0.490514438,0.489622553,0.488636745,0.487799241,0.486965781,0.486311317,0.485297824,0.484586663,0.484015544,0.482971026,0.482390612,0.481386133,0.48035561,0.479330631,0.478467138,0.477331026,0.47670993,0.475618476,0.474982314,0.473888204,0.473524525,0.473030663,0.472412932,0.472224179,0.471980008,0.471774077,0.471643076,0.471821908,0.472166079,0.472485021,0.473811189,0.475289347,0.47717491,0.481268226,0.485007005,0.49220246,0.498277498,0.508198727,0.515515818,0.526878163,0.534818041,0.546273207,0.553642201,0.560776657,0.571049493,0.577487558,0.586460216,0.592477458,0.60149126,0.607094128,0.616186264,0.621908267,0.630004112,0.634822528,0.640925644,0.644069505,0.645984925
Rice_3,5.5,1,3,0.497871154,0.497778576,0.497384471,0.496836039,0.496339778,0.495238568,0.494517868,0.493656625,0.492123655,0.491365565,0.490092946,0.489369971,0.488003019,0.487198867,0.486616371,0.485805175,0.484826469,0.484252569,0.48343205,0.482813998,0.481946297,0.480594395,0.479937378,0.478549567,0.477910392,0.476824161,0.476102598,0.475018388,0.474285745,0.473443692,0.472917306,0.472461578,0.472033278,0.471671382,0.471410732,0.47131373,0.47142168,0.471392283,0.471617262,0.471989505,0.473587529,0.474748515,0.476528533,0.48069791,0.484261557,0.491709056,0.497523645,0.507669281,0.514956838,0.526545556,0.534235497,0.545797227,0.553484442,0.560434665,0.570578144,0.576812094,0.585748225,0.591853391,0.600795796,0.606617645,0.615616542,0.62117472,0.629387598,0.633914377,0.639955387,0.64351657,0.645280185
Rice_4,5.2,1,2,0.49764136,0.497593516,0.497119144,0.496744512,0.49589946,0.495084506,0.494199457,0.493490535,0.491772232,0.490956682,0.489722169,0.488781741,0.488027951,0.487159093,0.485905172,0.4851692,0.484299487,0.483583499,0.483266896,0.482193053,0.481499138,0.480309393,0.479573811,0.478284063,0.477336381,0.476326022,0.475666298,0.474651001,0.474181517,0.47301236,0.472511908,0.472335566,0.47150107,0.471263448,0.471001929,0.470777529,0.470767252,0.470720809,0.471227381,0.471757566,0.473108012,0.474447359,0.476196864,0.480445496,0.484029144,0.491383417,0.497103563,0.50745218,0.514539233,0.526197458,0.533758871,0.545461269,0.552829369,0.560152642,0.569902314,0.576435784,0.585446624,0.591546009,0.600268824,0.606398042,0.614948381,0.620907311,0.628996215,0.633685836,0.639780682,0.64261214,0.644900494
Rice_5,5.4,1,1,0.497448136,0.497270298,0.4968522,0.496250249,0.495883743,0.49471256,0.493915666,0.493122625,0.491521146,0.490794588,0.48961653,0.488676545,0.487624223,0.48691721,0.485652398,0.485124634,0.484203741,0.483532329,0.482844389,0.481694958,0.481456261,0.480041036,0.479233551,0.478059658,0.477285722,0.476112941,0.475317897,0.474153591,0.47405327,0.472616421,0.472407453,0.471820871,0.471366951,0.470789298,0.47085295,0.470611151,0.470661304,0.470844186,0.471133324,0.471574778,0.47282706,0.474010759,0.476006821,0.480029554,0.483944796,0.491320707,0.496843287,0.506963337,0.514148287,0.526151801,0.533535881,0.545292576,0.552775234,0.559711725,0.569657124,0.57593962,0.585319878,0.59113708,0.599986407,0.605892497,0.614704059,0.620478017,0.628585464,0.633470003,0.639525056,0.642586994,0.644848581
Rice_6,5.7,1,4,0.497440847,0.497458813,0.49692159,0.496580868,0.495827864,0.494603631,0.494116881,0.492965288,0.491461789,0.490738881,0.489251185,0.488618114,0.48748973,0.486738369,0.485583035,0.485114731,0.48420044,0.483400305,0.482791604,0.481924143,0.481148004,0.479983435,0.479019997,0.478090773,0.477419737,0.476220281,0.475389175,0.474148765,0.473885003,0.472676822,0.472073682,0.471717062,0.471259373,0.471001517,0.470591976,0.47043721,0.470499403,0.470609499,0.470882605,0.471589636,0.472698474,0.474022553,0.475783001,0.480122443,0.483952194,0.491243079,0.497041865,0.506885478,0.514193081,0.526099852,0.533711078,0.545261764,0.552835931,0.559894005,0.569903994,0.576010708,0.585078476,0.590925002,0.600007321,0.605615399,0.614854531,0.620575951,0.628311248,0.633223724,0.639379309,0.642247664,0.644578376
Rice_7,5.4,1,5,0.496416028,0.496194641,0.496064783,0.49551254,0.495023648,0.493736634,0.492825226,0.491995168,0.490482721,0.489690239,0.488498004,0.487576022,0.486450063,0.485855182,0.48479934,0.484155219,0.48332156,0.482716071,0.48206976,0.48086826,0.480329793,0.478860918,0.478235678,0.477070058,0.476234643,0.475307106,0.474591207,0.473406134,0.472729729,0.471573445,0.471160681,0.470821557,0.470382597,0.470092959,0.46982991,0.469510695,0.469524739,0.469687024,0.469894571,0.470626408,0.47169327,0.473163887,0.474960865,0.479185622,0.482967845,0.49029326,0.496142969,0.506080232,0.51316244,0.524905167,0.532308305,0.544490561,0.551525451,0.558791553,0.568863723,0.575124637,0.584237188,0.590002033,0.598942015,0.604664441,0.613862379,0.619212204,0.627598738,0.632039225,0.638143322,0.641243796,0.64349031
Rice_8,5.4,1,3,0.496181552,0.496407768,0.495849957,0.495212545,0.494661279,0.493774594,0.492921281,0.491952519,0.490469185,0.489626256,0.488222164,0.487394537,0.486407005,0.485557883,0.484622998,0.483913202,0.483224382,0.482599117,0.482013777,0.480943948,0.480010829,0.478956129,0.478238956,0.47702758,0.47635529,0.474757203,0.474237204,0.473385255,0.472894352,0.471787551,0.471233271,0.471009931,0.470192836,0.46971122,0.46962314,0.469463508,0.469597197,0.469607489,0.469916899,0.470378897,0.471709488,0.473093266,0.474937356,0.479331315,0.482972274,0.490205391,0.495872762,0.506031477,0.513217922,0.524781171,0.532595806,0.54421708,0.551466572,0.558487465,0.568657642,0.5748747,0.584030535,0.589756125,0.598696947,0.604720425,0.61326394,0.619185576,0.62723041,0.632223866,0.638143322,0.64104867,0.643324391
Rice_9,5.7,1,3,0.497005504,0.496789509,0.496482309,0.495881238,0.495027134,0.494187187,0.493513516,0.492650787,0.491275291,0.490209186,0.488623443,0.487852558,0.486869279,0.486129539,0.485287539,0.484577011,0.483878692,0.483105045,0.482356377,0.481312703,0.480543663,0.479498244,0.478614534,0.477470534,0.476848007,0.47534931,0.474908276,0.473682463,0.473132606,0.472457511,0.471757547,0.471166972,0.470678292,0.470391474,0.470127217,0.469749754,0.469788967,0.470069899,0.470305606,0.470884445,0.47213728,0.473450902,0.475484263,0.479656726,0.483301623,0.490597215,0.496489981,0.506484194,0.513716029,0.525239662,0.533091836,0.544726961,0.552191664,0.55924643,0.569279532,0.575396692,0.584495215,0.59026185,0.599380354,0.605345487,0.614065577,0.619956667,0.627847446,0.632636455,0.638380187,0.641542921,0.643658076
Rice_10,5.1,1,2,0.496299683,0.496440015,0.49580381,0.495212545,0.494603815,0.493745261,0.49258861,0.491843356,0.490315247,0.48962794,0.48807178,0.487457798,0.486436814,0.485533117,0.484614759,0.483766741,0.482931334,0.482381766,0.48172245,0.480851808,0.480329793,0.478956129,0.47798329,0.47698674,0.476210191,0.475000437,0.47438265,0.472955067,0.472569961,0.471349936,0.471006071,0.47071171,0.47005912,0.469848731,0.469718089,0.469440677,0.469132469,0.469205532,0.469797825,0.470061933,0.471426492,0.472915294,0.474988783,0.479081165,0.482631372,0.489950821,0.495830745,0.505965972,0.513159358,0.5247592,0.532657779,0.544107089,0.551357014,0.558543639,0.568525333,0.57479367,0.583714768,0.589630645,0.598663935,0.604428338,0.613212785,0.619096829,0.627276881,0.631711367,0.638152292,0.640841109,0.642957099
